id,question,answer
717,What does the following mean: 'For extra knowledge ²The excess protein taken to our body is decomposed to urea in the liver.'?,For extra knowledge ²The excess protein taken to our body is decomposed to urea in the liver.
718,What does the following mean: '²This urea is mainly excreted as urine which has a watery medium.'?,²This urea is mainly excreted as urine which has a watery medium.
719,What does the following mean: 'Little amount of urea is also excreted as sweat.'?,Little amount of urea is also excreted as sweat.
720,"What does the following mean: 'Therefore, it is obvious that water plays a major role in the existence of life.'?","Therefore, it is obvious that water plays a major role in the existence of life."
721,What does the following mean: 'Assignment 4.8 Prepare a wall paper about the living beings that use water as a medium of life.'?,Assignment 4.8 Prepare a wall paper about the living beings that use water as a medium of life.
722,"What does the following mean: 'Divide them as plants, animals and micro organisms.'?","Divide them as plants, animals and micro organisms."
723,What does the following mean: 'Assignment 4.9 Design a poster to illustrate the use of water as a medium.'?,Assignment 4.9 Design a poster to illustrate the use of water as a medium.
724,"What does the following mean: 'Summary ²The main functions of water are as a solvent, as a coolant and as a medium of life.'?","Summary ²The main functions of water are as a solvent, as a coolant and as a medium of life."
725,What does the following mean: '²The solvent property of water is helpful to dissolve things in water and to separate things from water.'?,²The solvent property of water is helpful to dissolve things in water and to separate things from water.
726,What does the following mean: '²Heat is generated in our body during the biological processes.'?,²Heat is generated in our body during the biological processes.
727,What does the following mean: '²Heat is also generated in machines when they are operated.'?,²Heat is also generated in machines when they are operated.
728,What does the following mean: 'This heat can be removed by using water because water act as a coolant.'?,This heat can be removed by using water because water act as a coolant.
729,What does the following mean: '²Water is the medium of life for aquatic organisms.'?,²Water is the medium of life for aquatic organisms.
730,What does the following mean: '²Water is an essential medium to maintain the biological processes in all living beings.'?,²Water is an essential medium to maintain the biological processes in all living beings.
731,What does the following mean: 'Science | Functions of water PB Science | Functions of water 62Exercise 01) Select the correct answers for the given questions.'?,Science | Functions of water PB Science | Functions of water 62Exercise 01) Select the correct answers for the given questions.
732,What does the following mean: 'What is the most soluble substance in water?'?,What is the most soluble substance in water?
733,What does the following mean: 'Which property of water is used to cool the engine of a vehicle?'?,Which property of water is used to cool the engine of a vehicle?
734,What does the following mean: 'As an insulator 02) Fill in the blanks using the correct answer.'?,As an insulator 02) Fill in the blanks using the correct answer.
735,What does the following mean: 'Sea water has become salty due to dissolving ………………… in it.'?,Sea water has become salty due to dissolving ………………… in it.
736,What does the following mean: '………………… can be produced by evaporating sea water.III.'?,………………… can be produced by evaporating sea water.III.
737,"What does the following mean: '………………… property of water, makes it easy to absorb minerals by plants.'?","………………… property of water, makes it easy to absorb minerals by plants."
738,What does the following mean: 'When we take an ice cube into our hand we feel cold.'?,When we take an ice cube into our hand we feel cold.
739,What does the following mean: 'The reason for this is flowing of heat from ………………… to ………………… V.'?,The reason for this is flowing of heat from ………………… to ………………… V.
740,What does the following mean: '………………… acts as the medium for biological processes that take place in the human body.'?,………………… acts as the medium for biological processes that take place in the human body.
741,"What does the following mean: 'Technical Terms Solvent - ødjlh - Pøµ¨£õß Solution - ødjKh - Pøµ\À Solute - ødjHh - Pøµ¯® Coolant - isis,kldrlh - SÎµõUQ Medium - udOHh - FhP®'?","Technical Terms Solvent - ødjlh - Pøµ¨£õß Solution - ødjKh - Pøµ\À Solute - ødjHh - Pøµ¯® Coolant - isis,kldrlh - SÎµõUQ Medium - udOHh - FhP®"
742,What does the following mean: 'Science | Acids and Bases 63Acids and Bases 05 5.1 Identification of acids and bases Did you ever think why fruits have different tastes?'?,Science | Acids and Bases 63Acids and Bases 05 5.1 Identification of acids and bases Did you ever think why fruits have different tastes?
743,What does the following mean: 'Figure 5.1 Different types of fruits Fruits have different tastes because they contain different chemical compounds.'?,Figure 5.1 Different types of fruits Fruits have different tastes because they contain different chemical compounds.
744,"What does the following mean: 'Fruits such as oranges, pineapples, lemon, tamarind and flavours such as vinegar, lime, tomatoes are sour in taste.'?","Fruits such as oranges, pineapples, lemon, tamarind and flavours such as vinegar, lime, tomatoes are sour in taste."
745,What does the following mean: 'The reason for this sour taste is containing acids in them.'?,The reason for this sour taste is containing acids in them.
746,What does the following mean: 'Sodium bicarbonate is used as a treatment for bee sting.'?,Sodium bicarbonate is used as a treatment for bee sting.
